wallet,provider,verified
0xb2dd9f850e096f200cadadc39e8b6fb79dc7f9d7,Discord,TRUE
0xb2dd9f850e096f200cadadc39e8b6fb79dc7f9d7,Linkedin,TRUE
0xb2dd9f850e096f200cadadc39e8b6fb79dc7f9d7,Google,TRUE
0xb2dd9f850e096f200cadadc39e8b6fb79dc7f9d7,gtcPossessionsGte#10,TRUE
0xb2dd9f850e096f200cadadc39e8b6fb79dc7f9d7,gtcPossessionsGte#100,TRUE
0xb2dd9f850e096f200cadadc39e8b6fb79dc7f9d7,Github,TRUE
0xb2dd9f850e096f200cadadc39e8b6fb79dc7f9d7,Twitter,TRUE
0xb2dd9f850e096f200cadadc39e8b6fb79dc7f9d7,TwitterTweetGT10,TRUE
0xa1bbd8d39ed536dea030a32f3f6c5916c845a800,Twitter,FALSE
0xa1bbd8d39ed536dea030a32f3f6c5916c845a800,Ens,FALSE
0xa1bbd8d39ed536dea030a32f3f6c5916c845a800,POAP,FALSE
0xa1bbd8d39ed536dea030a32f3f6c5916c845a800,Github,FALSE
0xa1bbd8d39ed536dea030a32f3f6c5916c845a800,Linkedin,TRUE
0xa1bbd8d39ed536dea030a32f3f6c5916c845a800,Discord,TRUE
0xa1bbd8d39ed536dea030a32f3f6c5916c845a800,Lens,TRUE
0xa1bbd8d39ed536dea030a32f3f6c5916c845a800,SnapshotVotesProvider,TRUE
0xa1bbd8d39ed536dea030a32f3f6c5916c845a800,ZkSync,TRUE
0xa1bbd8d39ed536dea030a32f3f6c5916c845a800,NFT,TRUE
0xa1bbd8d39ed536dea030a32f3f6c5916c845a800,FirstEthTxnProvider,TRUE
0xa1bbd8d39ed536dea030a32f3f6c5916c845a800,EthGTEOneTxnProvider,TRUE
0xa1bbd8d39ed536dea030a32f3f6c5916c845a800,POAP,TRUE
0xa1bbd8d39ed536dea030a32f3f6c5916c845a800,Ens,TRUE
0xa1bbd8d39ed536dea030a32f3f6c5916c845a800,Github,TRUE
0xa1bbd8d39ed536dea030a32f3f6c5916c845a800,FiveOrMoreGithubRepos,TRUE
0xa1bbd8d39ed536dea030a32f3f6c5916c845a800,Twitter,TRUE
0xa1bbd8d39ed536dea030a32f3f6c5916c845a800,TwitterTweetGT10,TRUE
0xa1bbd8d39ed536dea030a32f3f6c5916c845a800,TwitterFollowerGT100,TRUE
0xa1bbd8d39ed536dea030a32f3f6c5916c845a800,TwitterFollowerGT500,TRUE
0xa1bbd8d39ed536dea030a32f3f6c5916c845a800,TwitterFollowerGTE1000,TRUE
0xb3d1e41f84acd0e77f83473aa62fc8560c2a3c0c,Google,FALSE
0xb3d1e41f84acd0e77f83473aa62fc8560c2a3c0c,Twitter,FALSE
0xb3d1e41f84acd0e77f83473aa62fc8560c2a3c0c,POAP,FALSE
0xb3d1e41f84acd0e77f83473aa62fc8560c2a3c0c,Ens,FALSE
0xb3d1e41f84acd0e77f83473aa62fc8560c2a3c0c,Github,TRUE
0xbc1ac3c2d1ffd9df2fba017225f4f6cb61bd005a,Ens,FALSE
0x7dd68ccc7eadbe17120f9be5dbc7d69b28614145,Ens,TRUE
0x908c89e8e25e9e11bb1a3fa20ab6f2521cef2ba2,Twitter,TRUE
0x908c89e8e25e9e11bb1a3fa20ab6f2521cef2ba2,TwitterTweetGT10,TRUE
0x908c89e8e25e9e11bb1a3fa20ab6f2521cef2ba2,TwitterFollowerGT100,TRUE
0x908c89e8e25e9e11bb1a3fa20ab6f2521cef2ba2,FirstEthTxnProvider,TRUE
0x908c89e8e25e9e11bb1a3fa20ab6f2521cef2ba2,EthGTEOneTxnProvider,TRUE
0x908c89e8e25e9e11bb1a3fa20ab6f2521cef2ba2,Discord,TRUE
0x908c89e8e25e9e11bb1a3fa20ab6f2521cef2ba2,NFT,TRUE
0x908c89e8e25e9e11bb1a3fa20ab6f2521cef2ba2,Google,TRUE
0xd536378fa29d651440519bed4961bf9e89b28e65,Google,TRUE
0xd536378fa29d651440519bed4961bf9e89b28e65,Github,TRUE
0xd536378fa29d651440519bed4961bf9e89b28e65,FiveOrMoreGithubRepos,TRUE
0xd536378fa29d651440519bed4961bf9e89b28e65,POAP,TRUE
0xd536378fa29d651440519bed4961bf9e89b28e65,FirstEthTxnProvider,TRUE
0xd536378fa29d651440519bed4961bf9e89b28e65,EthGTEOneTxnProvider,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,Twitter,FALSE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,Github,FALSE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,Ens,FALSE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,POAP,FALSE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,Brightid,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,Discord,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,Google,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,FirstEthTxnProvider,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,EthGTEOneTxnProvider,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,SnapshotVotesProvider,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,Lens,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,GitcoinContributorStatistics#numGrantsContributeToGte#1,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,GitcoinContributorStatistics#numGrantsContributeToGte#10,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,GitcoinContributorStatistics#totalContributionAmountGte#10,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,GitcoinContributorStatistics#numRoundsContributedToGte#1,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,Twitter,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,TwitterTweetGT10,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,TwitterFollowerGT100,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,TwitterFollowerGT500,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,TwitterFollowerGTE1000,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,Github,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,FiveOrMoreGithubRepos,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,FirstEthTxnProvider,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,EthGTEOneTxnProvider,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,gtcPossessionsGte#10,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,SelfStakingBronze,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,SelfStakingSilver,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,GnosisSafe,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,ZkSync,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,NFT,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,FirstEthTxnProvider,TRUE
0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9,EthGTEOneTxnProvider,TRUE
0xf0230d66d017a5ce8c4b64195706f8628f198a60,Facebook,FALSE
0xf0230d66d017a5ce8c4b64195706f8628f198a60,Google,FALSE
0xf0230d66d017a5ce8c4b64195706f8628f198a60,Twitter,FALSE
0xf0230d66d017a5ce8c4b64195706f8628f198a60,Github,FALSE
0xf0230d66d017a5ce8c4b64195706f8628f198a60,Ens,FALSE
0xf0230d66d017a5ce8c4b64195706f8628f198a60,Discord,TRUE
0x130eedce2e87532e948b43366b9f9bcf128c45e2,Google,FALSE
0x130eedce2e87532e948b43366b9f9bcf128c45e2,Twitter,FALSE
0x130eedce2e87532e948b43366b9f9bcf128c45e2,Github,FALSE
0x130eedce2e87532e948b43366b9f9bcf128c45e2,Brightid,FALSE
0x130eedce2e87532e948b43366b9f9bcf128c45e2,Linkedin,TRUE
0x130eedce2e87532e948b43366b9f9bcf128c45e2,Discord,TRUE
0x823bf98d9f1119ae040aaef8118f13a612324112,Discord,TRUE
0x823bf98d9f1119ae040aaef8118f13a612324112,Ens,TRUE
0x823bf98d9f1119ae040aaef8118f13a612324112,Github,TRUE
0x823bf98d9f1119ae040aaef8118f13a612324112,Twitter,TRUE
0x823bf98d9f1119ae040aaef8118f13a612324112,Google,TRUE
0x823bf98d9f1119ae040aaef8118f13a612324112,Facebook,TRUE
0x823bf98d9f1119ae040aaef8118f13a612324112,POAP,TRUE
0x823bf98d9f1119ae040aaef8118f13a612324112,ethPossessionsGte#1,TRUE
0x823bf98d9f1119ae040aaef8118f13a612324112,FirstEthTxnProvider,TRUE
0x823bf98d9f1119ae040aaef8118f13a612324112,EthGTEOneTxnProvider,TRUE
0x823bf98d9f1119ae040aaef8118f13a612324112,ethPossessionsGte#1,TRUE
0x823bf98d9f1119ae040aaef8118f13a612324112,FirstEthTxnProvider,TRUE
0x823bf98d9f1119ae040aaef8118f13a612324112,EthGTEOneTxnProvider,TRUE
0x823bf98d9f1119ae040aaef8118f13a612324112,NFT,TRUE
0x823bf98d9f1119ae040aaef8118f13a612324112,SnapshotVotesProvider,TRUE
0x823bf98d9f1119ae040aaef8118f13a612324112,Poh,TRUE
0x183bdb344a07ee3d27f07ac4799a56e4a2fe5439,Github,FALSE
0x183bdb344a07ee3d27f07ac4799a56e4a2fe5439,POAP,FALSE
0x183bdb344a07ee3d27f07ac4799a56e4a2fe5439,GitPOAP,TRUE
0x183bdb344a07ee3d27f07ac4799a56e4a2fe5439,SnapshotVotesProvider,TRUE
0x183bdb344a07ee3d27f07ac4799a56e4a2fe5439,GitcoinContributorStatistics#numGrantsContributeToGte#1,TRUE
0x183bdb344a07ee3d27f07ac4799a56e4a2fe5439,GitcoinContributorStatistics#numGrantsContributeToGte#10,TRUE
0x183bdb344a07ee3d27f07ac4799a56e4a2fe5439,GitcoinContributorStatistics#numGrantsContributeToGte#25,TRUE
0x183bdb344a07ee3d27f07ac4799a56e4a2fe5439,GitcoinContributorStatistics#totalContributionAmountGte#10,TRUE
0x183bdb344a07ee3d27f07ac4799a56e4a2fe5439,GitcoinContributorStatistics#numGr14ContributionsGte#1,TRUE
0x183bdb344a07ee3d27f07ac4799a56e4a2fe5439,GitcoinContributorStatistics#numRoundsContributedToGte#1,TRUE
0x0d82d69485e3a6c520942169e61f9c6432aee158,Twitter,FALSE
0x0d82d69485e3a6c520942169e61f9c6432aee158,POAP,FALSE
0x0d82d69485e3a6c520942169e61f9c6432aee158,Ens,FALSE
0x0d82d69485e3a6c520942169e61f9c6432aee158,Brightid,FALSE
0x0d82d69485e3a6c520942169e61f9c6432aee158,Google,TRUE
0x0d82d69485e3a6c520942169e61f9c6432aee158,Github,TRUE
0x0d82d69485e3a6c520942169e61f9c6432aee158,Linkedin,TRUE
0x0d82d69485e3a6c520942169e61f9c6432aee158,Discord,TRUE
0x0d82d69485e3a6c520942169e61f9c6432aee158,GitcoinContributorStatistics#numGrantsContributeToGte#1,TRUE
0x0d82d69485e3a6c520942169e61f9c6432aee158,GitcoinContributorStatistics#totalContributionAmountGte#10,TRUE
0x0d82d69485e3a6c520942169e61f9c6432aee158,GitcoinContributorStatistics#totalContributionAmountGte#100,TRUE
0x0d82d69485e3a6c520942169e61f9c6432aee158,GitcoinContributorStatistics#numGr14ContributionsGte#1,TRUE
0x0d82d69485e3a6c520942169e61f9c6432aee158,GitcoinContributorStatistics#numRoundsContributedToGte#1,TRUE
0x0d82d69485e3a6c520942169e61f9c6432aee158,Twitter,TRUE
0x0d82d69485e3a6c520942169e61f9c6432aee158,TwitterTweetGT10,TRUE
0x0d82d69485e3a6c520942169e61f9c6432aee158,TwitterFollowerGT100,TRUE
0x0d82d69485e3a6c520942169e61f9c6432aee158,TwitterFollowerGT500,TRUE
0x0d82d69485e3a6c520942169e61f9c6432aee158,Ens,TRUE
0x0d82d69485e3a6c520942169e61f9c6432aee158,POAP,TRUE
0x0d82d69485e3a6c520942169e61f9c6432aee158,Brightid,TRUE
0x0d82d69485e3a6c520942169e61f9c6432aee158,ethPossessionsGte#1,TRUE
0x0d82d69485e3a6c520942169e61f9c6432aee158,FirstEthTxnProvider,TRUE
0x0d82d69485e3a6c520942169e61f9c6432aee158,EthGTEOneTxnProvider,TRUE
0x0d82d69485e3a6c520942169e61f9c6432aee158,SnapshotVotesProvider,TRUE
0x0d82d69485e3a6c520942169e61f9c6432aee158,NFT,TRUE
0x0d82d69485e3a6c520942169e61f9c6432aee158,ZkSync,TRUE
0x0d82d69485e3a6c520942169e61f9c6432aee158,Lens,TRUE
0x0d82d69485e3a6c520942169e61f9c6432aee158,GnosisSafe,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,Google,FALSE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,Twitter,FALSE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,Facebook,FALSE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,Github,FALSE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,Brightid,FALSE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,Ens,FALSE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,GitcoinContributorStatistics#numGrantsContributeToGte#1,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,GitcoinContributorStatistics#numGr14ContributionsGte#1,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,GitcoinContributorStatistics#numRoundsContributedToGte#1,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,POAP,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,Discord,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,Linkedin,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,FirstEthTxnProvider,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,EthGTEOneTxnProvider,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,NFT,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,ZkSync,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,Twitter,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,TwitterTweetGT10,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,TwitterFollowerGT100,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,TwitterFollowerGT500,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,TwitterFollowerGTE1000,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,TwitterFollowerGT5000,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,GitcoinContributorStatistics#numGrantsContributeToGte#1,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,GitcoinContributorStatistics#numGr14ContributionsGte#1,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,GitcoinContributorStatistics#numRoundsContributedToGte#1,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,Facebook,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,FacebookProfilePicture,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,Facebook,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,FacebookProfilePicture,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,FirstEthTxnProvider,TRUE
0x8d5ca2fff61cf1deb5f67b1bb2760beea981325f,EthGTEOneTxnProvider,TRUE
0x4647116a410ca5e80ee2be0077335bbf0db35166,Google,FALSE
0x4647116a410ca5e80ee2be0077335bbf0db35166,Ens,FALSE
0x4647116a410ca5e80ee2be0077335bbf0db35166,Brightid,FALSE
0x4647116a410ca5e80ee2be0077335bbf0db35166,Github,FALSE
0x4647116a410ca5e80ee2be0077335bbf0db35166,Twitter,FALSE
0x4647116a410ca5e80ee2be0077335bbf0db35166,Facebook,TRUE
0x4647116a410ca5e80ee2be0077335bbf0db35166,ZkSync,TRUE
0x4647116a410ca5e80ee2be0077335bbf0db35166,SnapshotVotesProvider,TRUE
0x4647116a410ca5e80ee2be0077335bbf0db35166,FirstEthTxnProvider,TRUE
0x4647116a410ca5e80ee2be0077335bbf0db35166,EthGTEOneTxnProvider,TRUE
0x4647116a410ca5e80ee2be0077335bbf0db35166,GnosisSafe,TRUE
0x4647116a410ca5e80ee2be0077335bbf0db35166,NFT,TRUE
0x4647116a410ca5e80ee2be0077335bbf0db35166,Twitter,TRUE
0x4647116a410ca5e80ee2be0077335bbf0db35166,TwitterTweetGT10,TRUE
0x4647116a410ca5e80ee2be0077335bbf0db35166,Github,TRUE
0x4647116a410ca5e80ee2be0077335bbf0db35166,FiveOrMoreGithubRepos,TRUE
0x4647116a410ca5e80ee2be0077335bbf0db35166,Brightid,TRUE
0x4647116a410ca5e80ee2be0077335bbf0db35166,Google,TRUE
0x3e31155a1c17c9f85e74828447aec412090a4622,gtcPossessionsGte#10,TRUE
0x3e31155a1c17c9f85e74828447aec412090a4622,gtcPossessionsGte#100,TRUE
0x3e31155a1c17c9f85e74828447aec412090a4622,GitcoinContributorStatistics#numGrantsContributeToGte#1,TRUE
0x3e31155a1c17c9f85e74828447aec412090a4622,GitcoinContributorStatistics#totalContributionAmountGte#10,TRUE
0x3e31155a1c17c9f85e74828447aec412090a4622,GitcoinContributorStatistics#totalContributionAmountGte#100,TRUE
0x3e31155a1c17c9f85e74828447aec412090a4622,TwitterTweetGT10,TRUE
0x3e31155a1c17c9f85e74828447aec412090a4622,TwitterFollowerGT100,TRUE
0x3e31155a1c17c9f85e74828447aec412090a4622,TwitterFollowerGT500,TRUE
0x3e31155a1c17c9f85e74828447aec412090a4622,Twitter,TRUE
0x3e31155a1c17c9f85e74828447aec412090a4622,Google,TRUE
0x3e31155a1c17c9f85e74828447aec412090a4622,Github,TRUE
0x3e31155a1c17c9f85e74828447aec412090a4622,Discord,TRUE
0x3e31155a1c17c9f85e74828447aec412090a4622,SnapshotVotesProvider,TRUE
0x3e31155a1c17c9f85e74828447aec412090a4622,ethPossessionsGte#1,TRUE
0x3e31155a1c17c9f85e74828447aec412090a4622,FirstEthTxnProvider,TRUE
0x3e31155a1c17c9f85e74828447aec412090a4622,Linkedin,TRUE
0x3e31155a1c17c9f85e74828447aec412090a4622,Brightid,TRUE
0x3e31155a1c17c9f85e74828447aec412090a4622,POAP,TRUE
0x3e31155a1c17c9f85e74828447aec412090a4622,GnosisSafe,TRUE
0x3e31155a1c17c9f85e74828447aec412090a4622,NFT,TRUE
0x3e31155a1c17c9f85e74828447aec412090a4622,ZkSync,TRUE
0x3e31155a1c17c9f85e74828447aec412090a4622,SelfStakingBronze,TRUE
0x3e31155a1c17c9f85e74828447aec412090a4622,SelfStakingSilver,TRUE
0x3e31155a1c17c9f85e74828447aec412090a4622,SelfStakingGold,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,Google,FALSE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,Poh,FALSE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,Ens,FALSE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,Facebook,FALSE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,POAP,FALSE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,Twitter,FALSE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,Github,FALSE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,gtcPossessionsGte#10,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,gtcPossessionsGte#100,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,GitcoinContributorStatistics#numGrantsContributeToGte#1,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,GitcoinContributorStatistics#numGrantsContributeToGte#10,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,GitcoinContributorStatistics#numGrantsContributeToGte#25,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,GitcoinContributorStatistics#numGr14ContributionsGte#1,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,GitcoinContributorStatistics#numRoundsContributedToGte#1,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,GitcoinContributorStatistics#totalContributionAmountGte#10,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,GitcoinContributorStatistics#totalContributionAmountGte#100,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,GitcoinContributorStatistics#totalContributionAmountGte#1000,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,GitcoinGranteeStatistics#numOwnedGrants#1,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,CommunityStakingBronze,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,CommunityStakingSilver,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,CommunityStakingGold,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,Discord,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,FirstEthTxnProvider,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,EthGTEOneTxnProvider,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,GnosisSafe,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,SnapshotVotesProvider,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,SnapshotProposalsProvider,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,ZkSync,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,Twitter,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,TwitterFollowerGT100,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,TwitterFollowerGT500,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,TwitterFollowerGTE1000,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,TwitterTweetGT10,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,Ens,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,Google,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,Poh,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,Linkedin,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,NFT,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,CommunityStakingBronze,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,CommunityStakingSilver,TRUE
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,CommunityStakingGold,TRUE
0x4f50dccd2c27daa4cf82da8b2b1a007037389ed5,Brightid,TRUE
0x4f50dccd2c27daa4cf82da8b2b1a007037389ed5,Discord,TRUE
0x4f50dccd2c27daa4cf82da8b2b1a007037389ed5,Github,TRUE
0x4f50dccd2c27daa4cf82da8b2b1a007037389ed5,Linkedin,TRUE
0x4f50dccd2c27daa4cf82da8b2b1a007037389ed5,Google,TRUE
0x4f50dccd2c27daa4cf82da8b2b1a007037389ed5,Facebook,TRUE
0x4f50dccd2c27daa4cf82da8b2b1a007037389ed5,POAP,TRUE
0x4f50dccd2c27daa4cf82da8b2b1a007037389ed5,GitcoinGranteeStatistics#numOwnedGrants#1,TRUE
0x4f50dccd2c27daa4cf82da8b2b1a007037389ed5,Twitter,TRUE
0x4f50dccd2c27daa4cf82da8b2b1a007037389ed5,TwitterTweetGT10,TRUE
0x4f50dccd2c27daa4cf82da8b2b1a007037389ed5,TwitterFollowerGT100,TRUE
0x4f50dccd2c27daa4cf82da8b2b1a007037389ed5,NFT,TRUE
0xfd6baccfc7d2bf155a4a58412d1317a2ecd6faf7,Google,FALSE
0xfd6baccfc7d2bf155a4a58412d1317a2ecd6faf7,Twitter,FALSE
0xfd6baccfc7d2bf155a4a58412d1317a2ecd6faf7,Github,FALSE
0xfd6baccfc7d2bf155a4a58412d1317a2ecd6faf7,Facebook,FALSE
0xfd6baccfc7d2bf155a4a58412d1317a2ecd6faf7,Discord,TRUE
0xfd6baccfc7d2bf155a4a58412d1317a2ecd6faf7,Linkedin,TRUE
0xfd6baccfc7d2bf155a4a58412d1317a2ecd6faf7,FirstEthTxnProvider,TRUE
0xfd6baccfc7d2bf155a4a58412d1317a2ecd6faf7,EthGTEOneTxnProvider,TRUE
0x7d46ca488a24ec97c9fad97b1d720d606feeadd7,Github,TRUE
0x7d46ca488a24ec97c9fad97b1d720d606feeadd7,POAP,TRUE
0x7d46ca488a24ec97c9fad97b1d720d606feeadd7,Discord,TRUE
0x7d46ca488a24ec97c9fad97b1d720d606feeadd7,Brightid,TRUE
0x7d46ca488a24ec97c9fad97b1d720d606feeadd7,Facebook,TRUE
0x82f402847051bddaab0f5d4b481417281837c424,Ens,TRUE
0x82f402847051bddaab0f5d4b481417281837c424,FirstEthTxnProvider,TRUE
0x82f402847051bddaab0f5d4b481417281837c424,EthGTEOneTxnProvider,TRUE
0x82f402847051bddaab0f5d4b481417281837c424,POAP,TRUE
0x82f402847051bddaab0f5d4b481417281837c424,Lens,TRUE
0x82f402847051bddaab0f5d4b481417281837c424,Brightid,TRUE
0x82f402847051bddaab0f5d4b481417281837c424,Twitter,TRUE
0x82f402847051bddaab0f5d4b481417281837c424,TwitterTweetGT10,TRUE
0x82f402847051bddaab0f5d4b481417281837c424,TwitterFollowerGT100,TRUE
0x82f402847051bddaab0f5d4b481417281837c424,TwitterFollowerGT500,TRUE
0x82f402847051bddaab0f5d4b481417281837c424,TwitterFollowerGTE1000,TRUE
0x82f402847051bddaab0f5d4b481417281837c424,Github,TRUE
0x82f402847051bddaab0f5d4b481417281837c424,FiveOrMoreGithubRepos,TRUE
